V1	V2	coex_TNV.tsv	ppi.tsv	coex_SPL.tsv	HP.tsv	coex_BRO.tsv	coex_GEJ.tsv	coex_SKN.tsv	coex_BRC.tsv	coex_ARG.tsv	coex_CLS.tsv	MP.tsv	coex_FIB.tsv
CAMK2A	KIF17	0	0	0	0	0	0	0	0	0	0	1	0
CAMK2A	HSPB3	0	0	0	0	1	0	0	0	0	0	0	0
CAMK2A	CALM1	0	1	0	0	0	0	0	0	0	0	0	0
CAMK2A	EGFR	0	1	0	0	0	0	0	0	0	0	0	0
CAMK2A	YWHAQ	0	1	0	0	0	0	0	0	0	0	0	0
CAMK2A	CAMK2A	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	NARS1	0	0	0	0	0	0	0	1	0	0	0	0
YWHAZ	ATL3	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	CIAPIN1	0	0	0	0	0	0	0	0	1	0	0	0
YWHAZ	SDHA	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	ZNF839	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	DYNC1H1	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	DARS2	0	0	0	0	0	0	0	0	0	0	0	1
YWHAZ	GARS	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	CDC73	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	GOT2	0	0	0	0	0	0	0	0	0	0	0	1
YWHAZ	DNMT1	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	AIFM1	0	0	0	0	0	0	0	0	0	0	0	1
YWHAZ	PRPS1	0	0	1	0	0	0	0	0	0	0	0	0
YWHAZ	SPAST	0	0	1	0	0	0	0	0	0	0	0	0
YWHAZ	LMNA	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	AARS	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	HINT1	0	0	1	0	0	0	0	0	0	1	0	1
YWHAZ	MTMR2	0	0	0	0	0	0	0	0	0	0	0	1
YWHAZ	DES	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	SH3BP4	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	DNAJB6	0	0	0	0	0	0	0	0	1	0	0	0
YWHAZ	SOD1	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	ESR2	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	TRIM25	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	WNK1	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	RNF4	0	0	0	0	0	0	0	0	1	0	0	0
YWHAZ	SUCLA2	0	0	0	0	0	0	0	0	0	0	0	1
YWHAZ	VCP	0	1	0	0	0	0	0	0	0	0	0	1
YWHAZ	ACLY	0	0	1	0	0	0	0	0	0	0	0	0
YWHAZ	PNKP	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	NXF1	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	RTN4	0	0	0	0	0	0	1	1	0	0	0	0
YWHAZ	MYCBP2	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	HNRNPU	0	1	1	0	0	0	0	0	0	0	0	0
YWHAZ	CALM1	0	1	0	0	1	0	0	0	0	0	0	1
YWHAZ	YAP1	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	SPG21	0	0	1	0	0	0	0	0	0	0	0	0
YWHAZ	EGFR	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	SUMO2	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	YWHAQ	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	TRIM24	0	0	0	0	0	0	0	0	1	0	0	0
YWHAZ	HNRNPL	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	NTRK1	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	YWHAG	0	1	0	0	0	0	0	0	0	0	0	0
YWHAZ	PIK3CB	0	0	1	0	0	0	0	0	0	0	0	0
YWHAZ	YWHAZ	0	1	0	0	0	0	0	0	0	0	0	0
CCNDBP1	GLB1	0	0	0	0	0	0	0	0	1	1	0	0
CCNDBP1	FAM126A	0	1	0	0	0	0	0	0	0	0	0	0
CCNDBP1	ATL3	0	0	0	0	0	0	0	0	0	0	0	1
CCNDBP1	IARS2	0	0	0	0	0	0	0	0	1	1	0	0
CCNDBP1	SDHA	0	0	0	0	0	0	0	0	1	0	0	0
CCNDBP1	PARN	0	0	0	0	0	0	0	0	1	0	0	0
CCNDBP1	ZNF839	0	0	0	0	0	0	0	0	0	1	0	0
CCNDBP1	FIG4	0	0	0	0	1	0	0	0	1	0	0	0
CCNDBP1	DARS2	0	0	0	0	0	0	0	0	1	0	0	0
CCNDBP1	GOT2	0	0	0	0	0	0	0	0	1	0	0	0
CCNDBP1	AIFM1	0	0	0	0	0	0	0	0	1	0	0	0
CCNDBP1	SPAST	0	0	1	0	0	0	0	0	0	1	0	0
CCNDBP1	USP9X	0	0	0	0	0	0	0	0	1	0	0	0
CCNDBP1	RFC1	0	0	0	0	0	0	0	0	1	0	0	0
CCNDBP1	TGOLN2	0	0	0	0	0	0	0	0	0	1	0	0
CCNDBP1	SOD1	0	0	0	0	0	0	0	0	0	0	0	1
CCNDBP1	ESR2	0	1	0	0	0	0	0	0	0	0	0	0
CCNDBP1	AMFR	0	0	0	0	0	0	0	0	1	0	0	0
CCNDBP1	OSTF1	0	0	0	0	0	0	0	0	0	0	0	1
CCNDBP1	SUCLA2	0	0	0	0	1	0	0	0	1	0	0	0
CCNDBP1	SUMO2	0	0	0	0	0	0	0	0	0	0	0	1
CCNDBP1	PAFAH1B1	0	0	0	0	1	0	0	0	0	0	0	0
CCNDBP1	TRIM24	0	0	0	0	0	0	0	0	0	1	1	0
CCNDBP1	RNF123	0	0	0	0	0	0	0	0	1	0	0	0
CCNDBP1	STAT5B	0	0	0	0	0	0	1	0	0	0	0	0
CCNDBP1	PIK3CB	0	0	1	0	0	0	0	0	1	1	0	0
SLC9A3R1	ALDH3A2	0	0	0	0	0	0	0	0	1	0	0	0
SLC9A3R1	PSAT1	0	0	0	0	1	0	0	0	0	0	0	0
SLC9A3R1	ACO2	0	1	0	0	0	0	0	0	0	0	0	0
SLC9A3R1	CDC73	0	0	0	1	0	0	0	0	0	0	0	0
SLC9A3R1	SPTLC2	0	0	0	0	0	0	0	0	0	1	0	0
SLC9A3R1	GJB3	0	0	0	0	0	1	0	0	0	0	0	0
SLC9A3R1	YAP1	0	1	0	0	0	0	0	0	0	0	0	0
SLC9A3R1	EGFR	0	1	0	0	0	0	0	0	0	0	0	0
SLC9A3R1	CTDP1	0	0	0	0	0	0	0	1	0	0	0	0
SLC9A3R1	YWHAQ	0	1	0	0	0	0	0	0	0	0	0	0
SLC9A3R1	TPM3	0	0	0	0	0	0	0	0	0	1	0	0
SLC9A3R1	DNM2	0	0	0	0	0	0	0	0	0	1	0	0
SLC9A3R1	NTRK1	0	1	0	0	0	0	0	0	0	0	0	0
SLC9A3R1	YWHAZ	0	1	0	0	0	0	0	0	0	0	0	0
SLC9A3R1	SLC9A3R1	0	1	0	0	0	0	0	0	0	0	0	0
DHX9	SARS1	0	0	0	0	0	0	0	0	0	1	0	0
DHX9	SPG11	0	0	0	0	0	1	0	0	0	0	0	0
DHX9	POLR3B	0	0	0	0	0	0	0	0	1	0	0	0
DHX9	CIAPIN1	0	0	0	0	0	0	0	0	0	0	0	1
DHX9	MFN2	0	0	0	0	0	0	0	0	1	0	0	1
DHX9	RANBP6	0	0	0	0	0	1	0	0	1	0	0	0
DHX9	ACO2	0	1	0	0	0	0	0	0	0	0	0	0
DHX9	CDC73	0	0	0	0	0	0	0	0	1	0	0	0
DHX9	GOT2	0	0	1	0	0	0	0	0	0	0	0	0
DHX9	USP9X	0	0	0	0	0	0	0	0	0	1	0	0
DHX9	RFC1	0	0	0	0	0	1	0	0	0	0	0	1
DHX9	AMFR	0	0	0	0	0	0	0	0	0	1	0	0
DHX9	EIF2B2	0	1	0	0	0	0	0	0	0	0	0	0
DHX9	TRIM25	0	1	0	0	0	0	0	0	0	0	0	0
DHX9	RNF4	0	1	1	0	0	0	0	0	0	0	0	0
DHX9	SUCLA2	0	0	1	0	0	0	0	0	0	1	0	0
DHX9	NXF1	0	1	0	0	0	0	0	0	0	0	0	0
DHX9	MYCBP2	0	0	0	0	0	1	0	0	0	0	0	0
DHX9	HNRNPU	0	1	0	0	0	0	0	0	0	0	0	0
DHX9	YAP1	0	0	0	0	0	0	0	0	0	1	0	0
DHX9	EGFR	0	1	0	0	0	0	0	0	0	0	0	0
DHX9	SUMO2	0	1	0	0	0	0	0	0	0	0	0	0
DHX9	PAFAH1B1	0	0	0	0	0	0	0	1	0	0	0	0
DHX9	YWHAQ	0	1	0	0	0	0	0	0	0	0	0	0
DHX9	MCM3AP	0	0	0	0	0	1	0	0	0	0	0	0
DHX9	TPM3	0	0	0	0	0	0	0	0	1	0	0	0
DHX9	RNF123	0	1	0	0	0	1	0	0	0	0	0	0
DHX9	ARFGEF2	0	0	0	0	0	1	0	0	0	0	0	0
DHX9	DNM2	0	0	0	0	0	0	0	0	0	0	0	1
DHX9	NTRK1	0	1	0	0	0	0	0	0	0	0	0	0
DHX9	YWHAZ	0	1	1	0	0	0	0	0	0	0	0	0
DHX9	DHX9	0	1	0	0	0	0	0	0	0	0	0	0
EP300	FNDC3A	0	0	1	0	0	0	0	0	0	0	0	0
EP300	AFG3L2	0	0	0	0	0	0	0	0	1	0	0	0
EP300	SIGMAR1	0	0	0	0	0	0	0	0	0	1	0	0
EP300	PARN	0	0	0	0	0	1	0	0	0	1	0	0
EP300	SETX	0	0	0	0	0	0	0	0	0	0	0	1
EP300	MORC2	0	0	0	0	0	0	0	0	0	0	0	1
EP300	GBA2	0	0	0	0	0	0	0	0	0	0	0	1
EP300	HERC2	0	0	0	1	0	0	0	0	0	0	0	0
EP300	FIG4	0	0	0	1	0	0	0	0	0	0	0	0
EP300	SRPK2	0	0	0	0	0	0	0	0	1	0	0	0
EP300	SACS	0	0	1	0	0	0	0	0	0	0	0	0
EP300	CDC73	0	0	0	0	0	0	0	0	1	0	0	0
EP300	NEURL4	0	0	0	0	0	0	0	0	0	0	0	1
EP300	HOXD10	0	1	0	0	0	0	0	0	0	0	0	0
EP300	SPAST	0	0	0	0	0	0	0	0	1	0	0	0
EP300	LMNA	0	0	0	1	0	0	0	0	0	0	0	0
EP300	ESR2	0	1	0	0	0	0	0	0	0	0	0	0
EP300	KIF1B	0	0	0	0	0	0	1	0	1	0	0	0
EP300	TRIM25	0	1	0	0	0	0	0	0	0	0	0	0
EP300	SUCLA2	0	0	0	0	0	0	0	0	0	1	0	0
EP300	STRAP	0	1	0	0	0	0	0	0	0	0	0	0
EP300	HNRNPU	0	1	0	0	0	1	0	0	0	0	0	0
EP300	YAP1	0	1	0	0	0	1	0	0	0	0	0	0
EP300	MED23	0	1	1	0	1	0	0	0	1	0	0	0
EP300	SUMO2	0	1	0	0	0	0	0	0	0	0	0	0
EP300	PAFAH1B1	0	0	0	1	0	0	0	0	0	0	0	0
EP300	MCM3AP	0	1	0	0	0	0	0	0	0	0	0	0
EP300	HNRNPL	0	1	0	0	0	0	0	0	0	0	0	0
EP300	STAT5B	0	1	0	0	0	0	0	0	0	0	0	0
EP300	PIK3CB	0	0	0	0	0	1	0	0	0	1	0	0
EP300	YWHAZ	0	1	0	0	0	0	0	0	0	0	0	0
EP300	DHX9	0	0	0	0	0	0	0	0	0	1	0	0
EP300	EP300	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	HSCB	0	0	0	0	0	0	0	0	0	1	0	0
SUMO1	ATL3	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	IARS2	0	1	0	0	0	0	0	0	1	0	0	0
SUMO1	SDHA	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	GNB4	0	0	1	0	0	0	0	0	0	0	0	0
SUMO1	DCAF8	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	SETX	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	ACO2	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	HARS	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	HERC2	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	DARS2	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	CDC73	0	0	0	0	0	0	0	0	1	1	0	0
SUMO1	GOT2	0	0	0	0	0	0	0	0	0	0	0	1
SUMO1	SPAST	0	0	0	0	0	0	0	0	1	0	0	0
SUMO1	GPI	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	LMNA	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	AARS	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	RFC1	0	0	0	0	0	0	0	0	1	0	0	0
SUMO1	TGOLN2	0	0	0	0	0	0	0	0	1	0	0	0
SUMO1	ESR2	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	KARS	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	ELAVL1	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	EIF2B2	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	TRIM25	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	WNK1	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	RNF4	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	VCP	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	ACLY	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	RTN4	0	0	0	0	0	0	0	1	0	0	0	0
SUMO1	STRAP	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	HNRNPU	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	YAP1	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	SPG21	0	0	1	0	0	0	0	0	0	0	0	0
SUMO1	SUMO2	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	PAFAH1B1	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	TRIM24	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	HNRNPL	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	APTX	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	YWHAG	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	PIK3CB	0	0	0	0	0	0	0	0	1	0	0	0
SUMO1	CCNDBP1	0	0	0	0	0	0	0	0	1	0	0	0
SUMO1	DHX9	0	1	0	0	0	0	0	0	0	0	0	0
SUMO1	SUMO1	0	1	0	0	0	0	0	0	0	0	0	0
SMARCD1	NARS1	0	0	0	0	0	0	0	0	0	0	0	1
SMARCD1	SPG11	0	0	0	0	0	1	0	0	0	0	0	0
SMARCD1	AFG3L2	0	0	0	0	0	0	0	0	0	0	0	1
SMARCD1	DCAF8	0	0	1	0	1	0	0	0	0	0	0	0
SMARCD1	MFN2	0	0	0	0	0	0	0	0	0	0	0	1
SMARCD1	ALS2	0	0	0	0	0	0	0	0	0	1	0	0
SMARCD1	PARN	0	0	1	0	0	0	0	0	0	0	0	0
SMARCD1	DNMT1	0	0	0	0	0	1	0	0	0	0	0	0
SMARCD1	RFC1	0	0	0	0	0	0	0	0	0	0	0	1
SMARCD1	TRIM3	0	0	0	0	0	0	0	1	0	1	0	0
SMARCD1	ESR2	0	1	0	0	0	0	0	0	0	0	0	0
SMARCD1	TAB1	0	0	1	0	0	0	0	0	0	0	0	0
SMARCD1	HNRNPU	0	0	0	0	0	0	0	0	0	0	0	1
SMARCD1	YAP1	0	1	0	0	0	0	0	0	0	0	0	1
SMARCD1	DNM2	0	0	0	0	0	1	0	0	0	0	0	1
SMARCD1	APTX	0	0	0	0	0	0	0	0	0	1	0	0
SMARCD1	NIT1	0	0	0	0	0	1	0	0	0	0	0	0
SMARCD1	NTRK1	0	1	0	0	0	0	0	0	0	0	0	0
SMARCD1	YWHAG	0	1	0	0	0	0	0	0	0	0	0	0
SMARCD1	DHX9	0	0	0	0	0	0	0	0	0	0	0	1
SMARCD1	EP300	0	1	0	0	0	0	0	0	0	0	0	0
TRPV4	PLA2G15	0	0	1	0	0	0	0	0	0	0	0	0
TRPV4	IGHMBP2	0	0	0	1	0	0	0	0	0	0	0	0
TRPV4	GARS	0	0	0	1	0	0	0	0	0	0	0	0
TRPV4	AARS	0	0	0	1	0	0	0	0	0	0	0	0
TRPV4	OSTF1	0	0	0	0	0	1	0	0	0	0	0	0
TRPV4	CALM1	0	1	0	0	0	0	0	0	0	0	0	0
TRPV4	TPM3	0	0	0	1	0	0	0	0	0	0	0	0
TRPV4	DNM2	0	0	0	1	0	0	0	0	0	0	0	0
TRPV4	CANX	0	1	0	0	0	0	0	0	0	0	0	0
TRPV4	SLC9A3R1	0	0	0	0	0	1	0	0	0	0	0	0
TRPV4	TRPV4	0	1	0	0	0	0	0	0	0	0	0	0
ERBIN	FAM126A	0	0	0	0	0	0	0	1	0	0	0	0
ERBIN	HSCB	0	1	0	0	0	0	0	0	0	0	0	0
ERBIN	LACC1	0	0	0	0	1	0	0	0	0	0	0	0
ERBIN	GNB4	0	0	0	0	0	0	1	1	0	0	0	0
ERBIN	CNST	0	0	1	0	0	0	0	0	0	0	0	0
ERBIN	PSAT1	0	0	0	0	0	0	0	1	0	0	0	0
ERBIN	OCIAD1	0	0	0	0	0	0	0	0	1	0	0	0
ERBIN	MFN1	0	0	0	0	0	1	0	0	0	0	0	0
ERBIN	SH3BP4	0	0	0	0	1	0	0	1	0	0	0	0
ERBIN	TGOLN2	0	0	1	0	0	0	0	0	0	0	0	0
ERBIN	ESR2	0	1	0	0	0	0	0	0	0	0	0	0
ERBIN	WNK1	0	0	0	0	1	1	0	0	1	0	0	0
ERBIN	TRIM24	0	0	0	0	0	1	0	0	0	0	0	0
ERBIN	MCM3AP	0	0	0	0	0	1	0	0	0	0	0	0
ERBIN	HNRNPL	0	1	0	0	0	0	0	0	0	0	0	0
ERBIN	PIK3CB	0	0	0	0	0	1	0	0	0	0	0	0
ERBIN	ERBIN	0	1	0	0	0	0	0	0	0	0	0	0
NEFL	CYP26C1	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	KHDC3L	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	SCN11A	0	0	0	0	0	0	0	0	0	1	0	0
NEFL	SPG11	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	NEFH	0	1	0	0	0	0	0	0	0	0	0	0
NEFL	FAM126A	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	C19orf12	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	SYT2	0	0	0	1	0	0	0	0	1	0	0	0
NEFL	GNB4	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	JPH1	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	SIGMAR1	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	DCAF8	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	MFN2	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	SETX	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	DYNC1H1	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	YARS	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	SACS	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	SPTLC1	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	GARS	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	GAN	0	1	0	1	0	0	0	0	0	0	0	0
NEFL	CYP2C19	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	TDP1	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	AARS	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	MTMR2	0	1	0	1	0	0	0	0	0	0	0	0
NEFL	DES	0	1	0	0	0	0	0	0	0	0	0	0
NEFL	FRMPD4	0	0	0	0	1	0	0	1	0	0	0	0
NEFL	SLC5A7	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	FBXO38	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	HSPB3	0	1	0	1	0	0	0	0	0	0	0	0
NEFL	KIF1B	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	KARS	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	RAB7A	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	TPM3	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	DNM2	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	APTX	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	NTRK1	0	0	0	0	0	0	0	0	1	0	0	0
NEFL	YWHAG	0	1	0	0	0	0	0	0	0	0	0	0
NEFL	TRPV4	0	0	0	1	0	0	0	0	0	0	0	0
NEFL	NEFL	0	1	0	0	0	0	0	0	0	0	0	0
RASSF5	SGPL1	0	0	0	0	0	0	1	0	0	0	0	0
RASSF5	DEDD2	0	0	0	0	0	0	1	0	0	0	0	0
RASSF5	RNF4	0	0	1	0	0	0	0	0	0	0	0	0
RASSF5	EGFR	0	0	0	0	0	0	1	0	0	0	0	0
RASSF5	TPM3	0	0	0	0	0	0	0	0	0	1	0	0
RASSF5	HNRNPL	0	0	1	0	0	0	0	0	0	0	0	0
RASSF5	SMARCD1	0	0	1	0	0	0	0	0	0	0	0	0
RASSF5	RASSF5	0	1	0	0	0	0	0	0	0	0	0	0
PINX1	CIAPIN1	0	0	0	0	0	0	0	0	0	0	0	1
PINX1	MORC2	0	0	0	0	0	0	0	0	0	1	0	0
PINX1	ELAVL1	0	0	0	0	0	0	0	0	0	0	0	1
PINX1	EIF2B2	0	0	1	0	0	0	1	0	0	0	0	1
PINX1	TFG	0	0	0	0	0	1	0	0	0	0	0	0
PINX1	RNF4	0	0	0	0	0	1	0	0	0	0	0	0
PINX1	FXN	0	0	0	0	0	0	0	0	0	0	0	1
PINX1	CALM1	0	1	0	0	0	0	0	0	0	0	0	0
PINX1	APTX	0	0	0	0	0	1	0	0	0	1	0	0
PINX1	DHX9	0	1	0	0	0	0	0	0	0	0	0	0
ATL1	SPG11	0	0	0	1	0	0	0	0	0	0	0	0
ATL1	FAM126A	0	0	0	1	0	0	0	0	0	0	0	0
ATL1	C19orf12	0	0	0	1	0	0	0	0	0	0	0	0
ATL1	SIGMAR1	0	0	0	1	0	0	0	0	0	0	0	0
ATL1	ERLIN2	0	0	0	1	0	0	0	0	0	0	0	0
ATL1	ALS2	0	0	0	1	0	0	0	0	0	0	0	0
ATL1	SETX	0	0	0	1	0	0	0	0	0	0	0	0
ATL1	GBA2	0	0	0	1	0	0	0	0	0	0	0	0
ATL1	DYNC1H1	0	0	0	1	0	1	0	0	1	1	0	0
ATL1	SRPK2	0	0	0	0	1	0	0	1	0	0	0	0
ATL1	DARS2	0	0	0	1	0	0	0	0	0	0	0	0
ATL1	SACS	0	0	0	1	0	0	0	0	0	0	0	0
ATL1	GARS	0	0	0	1	0	0	0	0	0	0	0	0
ATL1	GAN	0	0	0	1	0	0	0	0	0	0	0	0
ATL1	COASY	0	0	0	1	0	0	0	0	0	0	0	0
ATL1	PRPS1	0	0	0	0	0	0	0	1	0	0	0	0
ATL1	SPAST	0	1	0	1	0	0	0	0	0	0	0	0
ATL1	RNF4	0	1	0	0	0	0	0	0	0	0	0	0
ATL1	RTN4	0	1	0	0	0	0	0	0	0	0	0	0
ATL1	MYCBP2	0	0	0	0	1	0	0	0	0	0	0	0
ATL1	SPG21	0	0	0	1	0	0	0	0	0	0	0	0
ATL1	NTRK1	0	1	0	0	0	0	0	0	0	0	0	0
ATL1	YWHAG	0	0	0	0	1	0	0	0	0	0	0	0
ATL1	PIK3CB	0	0	0	0	1	0	0	0	0	0	0	0
ATL1	ATL1	0	1	0	0	0	0	0	0	0	0	0	0
SPG7	CYP26C1	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	KHDC3L	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	SPG11	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	FAM126A	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	POLR3B	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	C19orf12	0	0	0	1	0	0	0	0	1	0	0	0
SPG7	SDHA	0	0	0	0	0	0	0	0	0	0	0	1
SPG7	AFG3L2	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	SIGMAR1	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	ERLIN2	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	ALS2	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	SETX	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	GBA2	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	GBF1	0	0	0	0	1	0	0	0	0	0	0	0
SPG7	DARS2	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	SACS	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	MFN1	0	0	0	0	0	0	0	0	0	0	0	1
SPG7	GAN	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	CYP2C19	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	PRPS1	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	SPAST	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	POLG	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	FBXO38	0	0	0	0	0	0	0	0	0	0	0	1
SPG7	ESR2	0	1	0	0	0	0	0	0	0	0	0	0
SPG7	TJAP1	0	0	0	0	0	0	1	0	1	0	0	0
SPG7	TFG	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	SBF1	0	0	0	0	0	0	0	0	1	0	0	0
SPG7	FXN	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	MED23	0	0	0	0	0	0	0	0	0	1	0	1
SPG7	SPG21	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	MCM3AP	0	0	0	0	0	0	1	0	0	0	0	0
SPG7	GTPBP1	0	0	0	0	0	0	0	1	0	0	0	0
SPG7	PSAP	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	APTX	0	0	0	1	0	0	0	0	0	0	0	0
SPG7	NIT1	0	0	0	0	0	0	0	0	0	1	0	0
SPG7	CCNDBP1	0	1	0	0	0	0	0	0	0	0	0	0
SPG7	ATL1	0	0	0	1	0	0	0	0	0	0	0	0
SPTAN1	SPG11	0	0	0	1	0	0	0	0	1	0	0	0
SPTAN1	FAM126A	0	0	0	1	0	0	0	0	0	0	0	0
SPTAN1	ATL3	0	0	0	0	0	0	0	0	1	0	0	0
SPTAN1	CAPZA2	0	1	0	0	0	0	0	0	0	0	0	0
SPTAN1	C19orf12	0	0	0	0	0	0	0	0	1	0	0	0
SPTAN1	MPV17	0	0	0	0	0	0	0	0	0	1	0	0
SPTAN1	ERLIN2	0	0	0	0	0	0	0	0	1	0	0	0
SPTAN1	ALS2	0	0	0	0	0	0	0	0	0	1	0	0
SPTAN1	GBA2	0	0	1	0	0	0	0	0	0	0	0	0
SPTAN1	ACO2	0	0	0	1	0	0	0	0	0	0	0	0
SPTAN1	DYNC1H1	0	0	0	1	0	0	0	0	0	0	0	0
SPTAN1	HERC2	0	0	1	0	0	0	0	1	1	0	0	0
SPTAN1	GBF1	0	0	1	0	0	0	1	0	0	0	0	1
SPTAN1	MFN1	0	0	0	0	0	0	0	0	1	0	0	0
SPTAN1	GAN	0	1	0	0	0	0	0	0	0	0	0	0
SPTAN1	NEURL4	0	0	0	0	1	0	0	0	0	0	0	0
SPTAN1	GPI	0	0	0	0	1	0	0	0	1	0	0	0
SPTAN1	AARS	0	0	0	1	0	0	0	0	0	0	0	0
SPTAN1	MTMR2	0	0	0	0	0	0	0	0	0	1	0	0
SPTAN1	DES	0	1	0	0	0	0	0	0	0	0	0	0
SPTAN1	DNAJB6	0	0	0	0	0	0	0	0	1	0	0	0
