V1	V2	MP.tsv	ppi.tsv	coex_HRV.tsv	coex_ATT.tsv	coex_STM.tsv	HP.tsv	drugs_KEGG.tsv	coex_CLT.tsv	coex_HRA.tsv	coex_ATA.tsv	coex_EMC.tsv	co-essential.tsv	coex_ARG.tsv	coex_KDN.tsv	coex_ADS.tsv	coex_VGN.tsv	coex_GEJ.tsv	coex_ITI.tsv	coex_WBL.tsv	coex_BRB.tsv	coex_THY.tsv
SCN4B	CACNA1C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN4B	HCN4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN4B	PRKAG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNE1	HACD1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
SYNE1	SCN1B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SYNE1	PRDM16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SYNE1	LAMA4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
SYNE1	LMNA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNE1	ACTC1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNE1	CACNA1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SYNE1	DMD	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
SYNE1	KCND3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNE1	CAP2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNE1	JPH2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNE1	SYNE1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLN	TECRL	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLN	GPD1L	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PLN	GATAD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLN	CACNB2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
PLN	EYA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PLN	MYH7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLN	PRDM16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
PLN	LAMA4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
PLN	ANK2	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
PLN	ACTC1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLN	DSP	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLN	DMD	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLN	KCND3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLN	DSG2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLN	ACTN2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLN	PRKAG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PLN	SYNE1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PLN	PLN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNNC1	TECRL	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TNNC1	HACD1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TNNC1	CALR3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNNC1	GATAD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNNC1	RPL3L	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNNC1	CASQ2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TNNC1	MYL4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TNNC1	MYH7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNNC1	LAMA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNNC1	ACTC1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TNNC1	DMD	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNNC1	DSG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNNC1	ACTN2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNNC1	HCN4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNNC1	JPH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TNNC1	PLN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNNC1	TNNC1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFB3	CALM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TGFB3	LAMA4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFB3	ANK2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TGFB3	TGFB3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYPN	TECRL	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYPN	CALR3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYPN	GATAD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYPN	RPL3L	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYPN	EYA4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYPN	MYH7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MYPN	LAMA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYPN	ACTC1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MYPN	DSP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYPN	DMD	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYPN	DSG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYPN	ACTN2	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MYPN	PLN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYPN	TNNC1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MYPN	MYPN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALM1	GET3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CALM1	CALM3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CALM1	CALM2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALM1	TECRL	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALM1	SCN3B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALM1	GPD1L	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CALM1	HACD1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CALM1	CASQ2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALM1	COX15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CALM1	MRPL44	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CALM1	NDUFAF1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CALM1	CACNB2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALM1	KCNE1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALM1	EYA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALM1	ANK2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALM1	CACNA1C	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALM1	PPCS	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CALM1	ACTN2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALM1	CAP2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CALM1	SCN4B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALM1	SYNE1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALM1	CALM1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAF1	VEZF1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RAF1	PRDM16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAF1	LMNA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAF1	BAG5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
RAF1	CALM1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAF1	RAF1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSEN2	GET3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PSEN2	GATAD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSEN2	MYH7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSEN2	LAMA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSEN2	PSEN1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSEN2	ACTC1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSEN2	PPCS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PSEN2	DMD	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSEN2	DSG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSEN2	ACTN2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSEN2	PLN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSEN2	TNNC1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSEN2	MYPN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSEN2	PSEN2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP9	CALM2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP9	TMEM168	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AKAP9	SCN3B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP9	GPD1L	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP9	COX15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AKAP9	CACNB2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP9	KCNE1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP9	PSEN1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP9	ANK2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP9	CACNA1C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP9	HCN4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP9	SCN4B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP9	SYNE1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AKAP9	CALM1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP9	AKAP9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	CALM3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RYR2	CALM2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	TECRL	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	SCN3B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RYR2	GPD1L	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	HACD1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
RYR2	CASQ2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	CACNB2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	SCN1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RYR2	KCNE1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	EYA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	PRDM16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RYR2	LAMA4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
RYR2	PSEN1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	ANK2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RYR2	ACTC1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	CACNA1C	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	DSP	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	DMD	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0
RYR2	KCND3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	DSG2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	ACTN2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
RYR2	PRKAG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	JPH2	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0
RYR2	SCN4B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	SYNE1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	PLN	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0
RYR2	MYPN	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	CALM1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR2	RYR2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	CALM2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	SCN3B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	GPD1L	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	CACNB2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	KCNE1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	PRDM16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
KCNA5	ANK2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	ACTC1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	CACNA1C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	KCND3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	KCND3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	KCND3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	ACTN2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	HCN4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	PRKAG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	JPH2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	SCN4B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	CALM1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	AKAP9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	KCNA5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILK	CALM3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILK	VEZF1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
ILK	SCO2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILK	MRPL44	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILK	CACNB2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ILK	LAMA4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ILK	LMNA	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ILK	BAG5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILK	SYNE1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ILK	CALM1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ILK	RAF1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILK	RYR2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
ILK	ILK	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAG3	HACD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
BAG3	GATAD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAG3	CASQ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
BAG3	EYA4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAG3	MYH7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAG3	LAMA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
BAG3	LMNA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAG3	ACTC1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAG3	CACNA1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
BAG3	DMD	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
BAG3	DSG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAG3	ACTN2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAG3	PLN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAG3	TNNC1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAG3	MYPN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAG3	PSEN2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAG3	ILK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
BAG3	BAG3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUP	CALM3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUP	TECRL	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUP	GPD1L	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
JUP	CASQ2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUP	KCNE1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUP	EYA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUP	PSEN1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
JUP	ANK2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
JUP	DSP	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUP	DSG2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
JUP	CAP2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
JUP	PRKAG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUP	CALM1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUP	RYR2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTN	TECRL	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTN	HACD1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTN	GATAD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTN	RPL3L	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTN	CASQ2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTN	MYL4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTN	EYA4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTN	MYH7	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTN	LAMA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTN	LMNA	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTN	ACTC1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTN	DSP	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTN	DMD	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTN	DSG2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTN	ACTN2	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTN	CAP2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTN	JPH2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTN	SYNE1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTN	PLN	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTN	TNNC1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTN	MYPN	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTN	CALM1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTN	PSEN2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTN	RYR2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TTN	BAG3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTN	TTN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLNA	CALM3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLNA	CACNB2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
FLNA	PRDM16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLNA	PSEN1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLNA	ANK2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
FLNA	LMNA	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLNA	DSG2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLNA	SYNE1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FLNA	TGFB3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLNA	CALM1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLNA	RAF1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLNA	PSEN2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLNA	BAG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FLNA	JUP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLNA	TTN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
