V1	V2	coex_THY.tsv	ppi.tsv	coex_TNV.tsv	coex_PRS.tsv	coex_MSG.tsv	coex_HRA.tsv	coex_HRV.tsv	coex_WBL.tsv	coex_ATT.tsv	coex_EMS.tsv	coex_STM.tsv	HP.tsv	coex_SMU.tsv	MP.tsv	coex_VGN.tsv	coex_ITI.tsv	coex_CLT.tsv	coex_core.tsv	coex_PIT.tsv
SPTB	TCAP	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTB	SCN4A	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTB	CADPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPTB	LDB3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTB	TNNT3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTB	TNNC1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTB	TNNI1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTB	RAPSN	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTB	VGLL2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTB	CHRND	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTB	ANKRD2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTB	TRIM63	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTB	MYOM2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTB	MYOM1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	MIR1-1HG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	BEST3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	LMOD2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	CACNG6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	SRL	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	HJV	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	SMPX	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	PPP1R27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	HHATL	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	CASQ1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CAV3	STATH	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	CHRNA1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	POPDC3	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	DUSP27	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	DUSP26	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	HRC	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	MYLK2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	LRTM1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	LMOD3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	ASB15	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	UNC45B	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	CACNA1S	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CAV3	CAVIN4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	RPL3L	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
CAV3	FBXO40	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	PDLIM3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CAV3	MYOM3	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	ATP2A1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CAV3	ENO3	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CAV3	RBFOX1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	KLHL41	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	MYL3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	COX6A2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CAV3	ATP1A2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	MYBPC2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	NEB	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	DDN	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	MYBPH	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	HSPB6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	FABP3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	XIRP1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CAV3	STAC3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	CRYAB	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	CKMT2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	EEF1A2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	ACTC1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	SGCA	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0
CAV3	DES	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0
CAV3	FLNC	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	DUSP13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	APOBEC2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	CAP2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	CMYA5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	TRIM54	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
CAV3	TRIM55	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CAV3	MYF6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	MYF5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	MYOG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	TCAP	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
CAV3	SCN4A	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	LDB3	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	TNNT3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	TNNC1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	TNNI1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	VGLL2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	CHRND	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	ANKRD2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	TRIM63	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CAV3	MYOM2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	MYOM1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	SPTB	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR3	SRL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RYR3	PNCK	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
RYR3	SMPX	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
RYR3	HRC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RYR3	HACD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
RYR3	PDLIM3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0
RYR3	ATP1A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RYR3	HSPB6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
RYR3	CRYAB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RYR3	GMPR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RYR3	SGCA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0
RYR3	DES	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0
RYR3	FLNC	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0
RYR3	CAP2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
RYR3	CMYA5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
RYR3	FBXO32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RYR3	MEGF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RYR3	LDB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RYR3	MYOM1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
SGCG	MIR1-1HG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	LMOD2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	CACNG6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	SRL	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	HJV	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	SMPX	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	PPP1R27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	HHATL	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	CASQ1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	POPDC3	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	DUSP27	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	DUSP26	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	HRC	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	MYH4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SGCG	MYLK2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	LMOD3	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0
SGCG	ASB15	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
SGCG	UNC45B	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	CACNA1S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	CAVIN4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	RPL3L	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	FBXO40	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
SGCG	MYOM3	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	ATP2A1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	ENO3	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	RBFOX1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	KLHL41	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	MYL3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	COX6A2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	ATP1B2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SGCG	ATP1A2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	MYBPC2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	NEB	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	HSPB6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	FABP3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	STAC3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	CKMT2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	EEF1A2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	ACTC1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	SGCA	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SGCG	DES	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0
SGCG	FLNC	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	DUSP13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	APOBEC2	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
SGCG	CAP2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	CMYA5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	TRIM54	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	TRIM55	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SGCG	MYF6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	MYF5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	MYOG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	TCAP	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	SCN4A	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	CADPS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	LDB3	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	TNNT3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	TNNC1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	TNNI1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	TRIM63	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	MYOM2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	MYOM1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	SPTB	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	CAV3	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
PYGM	MIR1-1HG	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	BEST3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	LMOD2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	CACNG6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	SRL	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
PYGM	HJV	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	PNCK	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
PYGM	SMPX	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
PYGM	PPP1R27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	HHATL	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	CASQ1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
PYGM	CHRNA1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	POPDC3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	DUSP27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	DUSP26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	HRC	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
PYGM	HACD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
PYGM	MYLK2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	LRTM1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	ASB15	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	UNC45B	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	CACNA1S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	CAVIN4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	RPL3L	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PYGM	FBXO40	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	PDLIM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PYGM	MYOM3	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	ATP2A1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
PYGM	ENO3	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0
PYGM	RBFOX1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	KLHL41	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	MYL3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	COX6A2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	ATP1B2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PYGM	ATP1A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PYGM	MYBPC2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	NEB	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	DDN	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	MYBPH	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	HSPB6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PYGM	FABP3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PYGM	XIRP1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	STAC3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	CRYAB	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
PYGM	CKMT2	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
PYGM	EEF1A2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	GMPR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PYGM	ACTC1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	SGCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PYGM	DES	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0
PYGM	FLNC	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0
PYGM	DUSP13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	APOBEC2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	CAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PYGM	CMYA5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
PYGM	TRIM54	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	TRIM55	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	MYF6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	MYF5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	MYOG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	TCAP	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	SCN4A	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	LDB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PYGM	TNNT3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	TNNC1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	TNNI1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	RAPSN	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	CHRND	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	ANKRD2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	TRIM63	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	MYOM2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PYGM	MYOM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PYGM	SPTB	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	CAV3	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
PYGM	RYR3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
PYGM	SGCG	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PYGM	PYGM	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	MIR1-1HG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	BEST3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	LMOD2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	CACNG6	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RYR1	SRL	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	HJV	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RYR1	SMPX	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	PPP1R27	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	HHATL	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	CASQ1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	STATH	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	CHRNA1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RYR1	POPDC3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RYR1	DUSP27	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RYR1	DUSP26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	HRC	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RYR1	CHAT	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RYR1	MYLK2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	LRTM1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	LMOD3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RYR1	ASB15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	UNC45B	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RYR1	CACNA1S	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	CAVIN4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	RPL3L	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	FBXO40	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	PDLIM3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	MYOM3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	ATP2A1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	ENO3	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RYR1	MYH3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	RBFOX1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	KLHL41	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
RYR1	MYL3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	COX6A2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR1	ATP1B2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RYR1	ATP1A2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RYR1	MYBPC2	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RYR1	NEB	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0
