V1	V2	coex_BRO.tsv	HP.tsv	coex_THY.tsv	ppi.tsv	coex_BRB.tsv	coex_LCL.tsv	coex_HRA.tsv	coex_WBL.tsv	coex_LNG.tsv	coex_ARG.tsv	coex_PIT.tsv	coex_MSG.tsv
AFF1	HNRNPL	0	0	0	1	0	0	0	0	0	0	0	0
AFF1	EXT2	0	0	0	0	0	0	0	0	0	0	1	0
AFF1	MBD5	0	0	0	0	0	1	0	0	0	0	0	0
AFF1	TTC37	0	0	0	0	0	0	0	0	0	1	0	0
AFF1	FAT4	0	0	0	0	0	0	0	0	1	0	0	0
AFF1	EPG5	0	0	0	0	0	1	0	1	0	0	0	0
AFF1	ZNF783	0	0	0	0	0	0	0	0	0	0	1	0
AFF1	PHACTR4	1	0	0	0	0	0	0	0	0	0	1	0
AFF1	RAD50	0	0	0	0	0	0	0	0	0	1	0	0
AFF1	MCMBP	1	0	0	0	0	0	0	0	0	0	0	0
AFF1	CTBP2	0	0	0	0	1	0	0	0	0	0	1	0
KCTD10	HNRNPL	0	0	0	0	0	0	1	0	0	0	0	0
KCTD10	CRACR2A	0	0	0	0	0	0	0	1	0	0	0	0
KCTD10	ILF3	0	0	0	0	0	0	1	0	0	0	0	0
KCTD10	RNF168	0	0	0	0	0	0	0	0	0	0	1	1
KCTD10	SIN3A	0	0	0	0	0	1	0	0	0	0	1	0
KCTD10	ERCC6L2	0	0	0	0	0	0	0	0	0	0	1	0
KCTD10	PHACTR4	0	0	0	0	0	1	0	0	0	0	0	0
KCTD10	TRIM52	0	0	0	0	0	0	0	0	0	0	1	0
KCTD10	MCMBP	0	0	0	0	0	0	0	0	0	0	1	1
KCTD10	LRCH3	0	0	0	0	0	0	0	0	0	0	1	0
KCTD10	PRPF8	0	0	0	0	0	1	0	0	0	0	1	0
KCTD10	STAT5B	1	0	0	0	0	0	0	0	0	0	0	0
TNXB	PRKX	0	0	0	0	0	0	0	0	0	0	1	0
TNXB	EPS8L2	1	0	0	0	0	0	0	0	0	0	0	0
STAT6	TERF2	0	0	0	0	0	0	0	0	0	1	0	0
STAT6	SMARCAL1	0	0	0	0	0	0	0	0	0	0	0	1
STAT6	ORAI1	0	0	0	0	0	0	0	0	0	0	1	0
STAT6	IKBKG	0	0	0	0	0	0	0	1	0	0	0	0
STAT6	ZNF783	0	0	0	0	0	0	1	0	0	0	0	0
STAT6	KIAA0895L	0	0	0	0	0	0	0	0	0	1	0	0
STAT6	LRCH3	0	0	0	0	0	1	0	0	0	1	0	0
STAT6	SP140L	0	0	0	0	0	0	0	0	0	0	1	0
STAT6	PRKX	0	0	0	0	0	0	1	0	0	0	1	0
STAT6	CTBP2	0	0	0	0	0	0	1	0	0	0	1	0
STAT6	STAT5B	0	0	0	0	0	1	1	0	0	1	0	0
STAT6	TNXB	0	0	0	0	1	0	0	0	0	0	1	0
ATF7IP	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
ATF7IP	XRCC4	0	0	0	0	0	0	0	0	0	1	0	0
ATF7IP	MBD5	0	0	0	0	0	0	1	0	1	0	0	1
ATF7IP	ERCC6L2	0	0	0	0	0	0	0	0	0	0	1	0
ATF7IP	EPG5	0	0	0	1	0	0	0	0	0	0	0	0
ATF7IP	RAD50	0	0	0	0	0	0	1	0	0	1	0	1
ATF7IP	LRCH3	0	0	0	0	0	0	0	1	1	0	0	0
ATF7IP	AFF1	0	0	0	0	0	0	0	0	0	1	0	0
SETD5	HNRNPL	0	0	0	1	0	0	1	0	0	0	0	0
SETD5	RNF168	0	0	0	0	0	0	1	0	0	0	0	0
SETD5	SIN3A	0	0	0	0	0	0	0	1	0	0	0	0
SETD5	ATRX	0	1	0	0	0	0	0	0	0	0	0	0
SETD5	TTC37	0	0	0	0	0	1	0	0	0	0	0	0
SETD5	TRIM52	0	0	0	0	0	1	0	0	0	0	0	0
SETD5	SP140L	0	0	0	0	0	0	1	0	0	0	0	1
SETD5	PRKX	0	0	0	0	0	0	0	0	1	0	0	0
SETD5	STAT5B	0	0	0	0	0	1	1	0	0	0	0	0
SETD5	AFF1	0	0	0	0	0	1	0	0	0	0	0	0
CHD7	TERF2	0	0	0	1	0	0	0	0	0	0	0	0
CHD7	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
CHD7	RNF168	0	0	0	0	0	0	0	0	1	0	0	0
CHD7	RNU4ATAC	0	1	0	0	0	0	0	0	0	0	0	0
CHD7	SIN3A	0	1	0	0	0	0	0	0	0	0	0	0
CHD7	RMRP	0	1	0	0	0	0	0	0	0	0	0	0
CHD7	TBX1	0	1	0	0	0	0	0	0	0	0	0	0
CHD7	SEMA3E	0	1	0	0	0	0	0	0	0	0	0	0
CHD7	XRCC4	0	1	0	0	0	0	0	0	0	0	0	0
CHD7	ATRX	0	1	0	0	0	0	0	0	0	0	0	0
CHD7	FAT4	0	1	0	0	1	0	0	0	0	0	0	0
CHD7	LIG4	0	1	0	0	0	0	0	0	0	0	0	0
CHD7	PHACTR4	1	0	0	0	0	0	0	0	0	0	0	0
CHD7	RAD50	0	0	0	0	0	0	0	0	0	0	1	0
CHD7	CCBE1	0	1	0	0	0	0	0	0	0	0	0	0
CHD7	AFF1	0	0	0	0	0	1	0	0	0	0	0	0
CHD7	SETD5	0	0	0	0	0	0	0	0	1	0	0	0
HDGFL2	PTCRA	0	0	0	1	0	0	0	0	0	0	0	0
HDGFL2	POP4	0	0	0	0	0	0	0	0	0	1	1	0
HDGFL2	TERF2	0	0	0	1	0	0	0	0	0	0	0	0
HDGFL2	HNRNPL	0	0	0	0	0	0	0	0	0	0	1	0
HDGFL2	ILF3	0	0	0	0	0	0	0	0	0	0	1	1
HDGFL2	NTRK1	0	0	0	1	0	0	0	0	0	0	0	0
HDGFL2	ATRX	0	0	0	0	0	0	0	0	0	0	1	0
HDGFL2	ORAI1	0	0	0	0	0	0	0	1	0	0	0	0
HDGFL2	IKBKG	1	0	0	0	0	0	0	0	0	0	0	0
HDGFL2	MBD5	0	0	0	1	0	0	0	0	0	0	0	0
HDGFL2	SKIV2L	0	0	0	0	0	0	0	1	0	0	0	1
HDGFL2	SLC19A1	0	0	0	0	0	1	0	0	0	0	0	0
HDGFL2	USP49	0	0	0	0	0	0	0	0	0	1	0	0
HDGFL2	LRCH3	0	0	0	0	0	0	0	0	0	1	0	0
HDGFL2	PFAS	0	0	0	0	0	0	0	0	0	0	1	1
HDGFL2	STAT5B	0	0	0	0	0	0	0	0	0	0	1	0
HDGFL2	STAT6	0	0	0	0	0	0	0	0	0	1	0	1
HDGFL2	ATF7IP	0	0	0	0	0	0	0	0	0	1	0	0
TNIP2	MCM10	0	0	0	1	0	0	0	0	0	0	0	0
TNIP2	HNRNPL	0	0	0	1	0	0	0	0	0	0	0	0
TNIP2	TFG	0	0	0	1	0	0	0	0	0	0	0	0
TNIP2	ORAI1	1	0	0	0	1	0	0	0	0	0	0	0
TNIP2	IKBKG	0	0	0	1	0	0	0	1	0	0	0	0
TNIP2	PNP	1	0	0	1	1	0	0	0	0	0	0	0
TNIP2	IRF7	1	0	0	0	1	0	0	0	0	0	1	0
TNIP2	SP140L	1	0	0	0	0	0	0	0	0	0	0	0
TNIP2	PRPF8	0	0	0	1	0	0	0	0	0	0	0	0
TNIP2	KCTD10	0	0	0	1	0	0	0	0	0	0	0	0
TNIP2	STAT6	0	0	1	0	0	0	0	0	0	0	0	1
TNIP2	ATF7IP	0	0	0	1	0	0	0	0	0	0	0	0
TNIP2	HDGFL2	0	0	0	0	0	0	0	0	0	0	0	1
STAT3	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
STAT3	SIN3A	0	0	0	1	0	0	0	0	0	0	0	1
STAT3	NTRK1	0	0	0	1	0	0	0	0	0	0	0	0
STAT3	CD79B	0	1	0	0	0	0	0	0	0	0	0	0
STAT3	ORAI1	1	0	0	0	0	0	0	0	0	0	0	0
STAT3	PNP	1	0	0	0	1	0	0	0	0	0	0	0
STAT3	PRPF8	0	0	0	0	0	0	0	0	0	1	0	0
STAT3	STAT5B	0	0	0	1	0	0	0	0	0	1	0	0
STAT3	AFF1	1	0	0	0	1	0	0	0	0	0	0	0
STAT3	KCTD10	0	0	0	0	0	0	0	0	0	1	0	0
STAT3	STAT6	0	0	0	1	0	0	0	0	0	0	0	0
STAT3	CHD7	0	0	0	0	0	0	0	1	0	0	0	1
REEP4	GINS1	0	0	0	0	0	0	0	0	0	0	0	1
REEP4	FOXN1	0	0	0	0	0	0	0	0	0	0	0	1
REEP4	SPINK5	0	0	0	0	0	0	0	0	0	0	0	1
REEP4	SLC19A1	0	0	0	0	0	1	0	0	0	0	0	0
REEP4	SP140L	1	0	0	0	0	0	0	0	0	0	0	0
REEP4	HDGFL2	0	0	0	0	0	1	0	0	0	0	0	0
NSD1	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
NSD1	HNRNPL	0	0	0	0	0	0	0	0	0	0	0	1
NSD1	SMARCAL1	0	0	0	0	0	0	0	0	0	1	0	0
NSD1	RNU4ATAC	0	1	0	0	0	0	0	0	0	0	0	0
NSD1	SIN3A	0	1	0	0	0	0	0	0	0	0	0	0
NSD1	TBX1	0	1	0	0	0	0	0	0	0	0	0	0
NSD1	XRCC4	0	1	0	0	0	0	0	0	0	0	0	0
NSD1	ATRX	0	1	0	1	0	0	0	0	0	0	0	0
NSD1	MBD5	0	0	0	0	0	0	0	0	0	0	1	0
NSD1	ERCC6L2	0	0	0	0	0	1	0	0	0	0	0	0
NSD1	LIG4	0	1	0	0	0	0	0	0	0	0	0	0
NSD1	EPG5	0	0	0	0	0	0	0	0	0	1	1	1
NSD1	LRCH3	0	0	0	0	0	0	0	1	0	0	0	0
NSD1	CCBE1	0	1	0	0	0	0	0	0	0	0	0	0
NSD1	AFF1	0	0	0	1	0	0	0	0	0	0	0	0
NSD1	ATF7IP	0	0	0	0	0	0	1	0	0	1	0	1
NSD1	CHD7	0	1	0	0	0	0	0	0	0	0	0	0
SPRYD3	TTC37	0	0	0	0	0	0	0	0	0	0	0	1
MCM7	GINS1	0	0	0	1	0	1	0	0	0	0	0	0
MCM7	POLE2	0	0	0	0	0	1	0	0	0	0	0	0
MCM7	GINS4	0	0	0	1	0	1	0	0	0	0	0	0
MCM7	TERF2	0	0	0	1	0	0	0	0	0	0	0	0
MCM7	MCM10	0	0	0	1	0	1	0	0	0	0	0	0
MCM7	HNRNPL	0	0	0	0	0	0	0	0	0	0	0	1
MCM7	IKZF3	0	0	0	1	0	0	0	0	0	0	0	0
MCM7	ILF3	0	0	0	1	0	0	0	0	0	0	0	0
MCM7	HELLS	0	0	0	0	0	1	0	0	0	0	0	0
MCM7	NTRK1	0	0	0	1	0	0	0	0	0	0	0	0
MCM7	IKBKG	0	0	0	1	0	0	0	0	0	0	0	0
MCM7	USP49	0	0	0	0	0	0	0	0	0	1	0	0
MCM7	EPG5	0	0	0	0	0	0	0	0	0	0	0	1
MCM7	RAD50	0	0	0	1	0	0	0	0	0	0	0	0
MCM7	MCMBP	0	0	0	1	0	0	0	0	0	0	0	0
MCM7	PFAS	0	0	0	0	0	1	0	0	0	0	0	1
MCM7	STAT5B	0	0	0	0	0	0	0	0	0	1	0	0
MCM7	STAT6	0	0	0	0	0	0	0	0	0	1	0	1
MCM7	HDGFL2	0	0	0	0	0	0	0	0	1	1	0	1
KMT2D	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
KMT2D	HNRNPL	0	0	0	0	0	0	0	0	0	0	0	1
KMT2D	ILF3	0	0	1	0	0	0	0	0	0	0	0	0
KMT2D	SIN3A	0	1	0	0	0	0	0	0	0	0	0	0
KMT2D	TBX1	0	1	0	0	0	0	0	0	0	0	0	0
KMT2D	CASP8	0	0	0	0	0	0	0	1	0	0	0	0
KMT2D	SEMA3E	0	1	0	0	0	0	0	0	0	0	0	0
KMT2D	ATRX	0	1	0	0	0	0	0	0	0	0	0	0
KMT2D	LIG4	0	1	0	0	0	0	0	0	0	0	0	0
KMT2D	ZNF783	1	0	0	0	0	0	0	0	0	0	0	0
KMT2D	PHACTR4	0	0	0	0	0	0	1	0	0	0	0	0
KMT2D	CCBE1	0	1	0	0	0	0	0	0	0	0	0	0
KMT2D	STAT6	0	0	0	0	0	0	0	1	0	0	0	0
KMT2D	CHD7	0	1	0	0	0	1	0	0	0	0	0	1
KMT2D	NSD1	0	1	0	0	0	0	0	0	0	0	0	0
PLXDC1	ZAP70	0	0	0	0	0	0	0	1	0	0	0	0
PLXDC1	SLC19A1	1	0	0	0	1	0	0	0	0	0	0	0
PLXDC1	CARD11	0	0	0	0	0	0	0	1	0	0	0	0
STIM1	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
STIM1	CRACR2A	0	0	0	1	0	0	0	0	0	0	0	0
STIM1	SIN3A	0	0	0	0	0	0	0	0	0	1	0	0
STIM1	EXT2	0	0	0	0	0	0	0	0	0	1	0	0
STIM1	CASP8	0	0	0	0	0	0	1	0	0	0	0	0
STIM1	ORAI1	0	1	0	1	0	0	0	0	0	0	0	0
STIM1	RYR1	0	1	0	0	0	0	0	0	0	0	0	0
STIM1	AFF1	0	0	0	0	0	1	0	0	0	1	0	0
STIM1	STAT6	0	0	0	0	0	1	0	0	0	0	0	0
STIM1	SETD5	0	0	0	0	0	1	0	0	0	0	0	0
STIM1	REEP4	0	0	0	0	0	0	1	0	0	0	0	0
STIM1	NSD1	0	0	0	0	0	0	0	1	0	0	0	0
ACSF2	FLT3LG	0	0	0	0	0	0	0	1	0	0	0	0
ACSF2	ZAP70	0	0	0	0	0	0	0	1	0	0	0	0
ACSF2	IL21R	0	0	0	0	0	0	0	1	0	0	0	0
ACSF2	DNMT3B	0	0	1	0	0	0	0	0	0	0	0	0
ACSF2	RYR1	0	0	0	0	0	0	0	0	0	0	1	0
ACSF2	CARD11	0	0	0	0	0	0	0	1	0	0	0	0
ACSF2	TCN2	0	0	0	0	0	0	0	0	0	0	1	0
ACSF2	EPS8L2	0	0	0	0	0	0	0	0	1	0	0	0
PCF11	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
PCF11	RNF168	0	0	0	0	0	0	0	0	1	0	0	0
PCF11	SIN3A	0	0	0	0	0	0	0	0	0	0	1	0
PCF11	NTRK1	0	0	0	1	0	0	0	0	0	0	0	0
PCF11	ERCC6L2	0	0	0	0	0	0	0	0	0	0	1	0
PCF11	EPG5	0	0	0	0	0	0	0	0	0	0	0	1
PCF11	ZNF783	0	0	1	0	0	0	0	0	0	0	0	1
PCF11	RAD50	0	0	0	0	0	1	0	0	0	0	0	0
PCF11	MCMBP	0	0	0	0	0	0	0	0	0	0	1	0
PCF11	TARSL2	0	0	0	0	0	0	0	0	0	0	1	0
PCF11	PRPF8	0	0	0	0	0	0	0	0	0	0	1	0
PCF11	AFF1	0	0	0	0	0	0	0	1	0	0	0	1
PCF11	KCTD10	0	0	0	0	0	0	0	0	0	0	1	0
PRKCD	ZAP70	0	1	0	0	0	0	0	0	0	0	0	0
PRKCD	IL21R	0	1	0	0	0	0	0	0	0	0	0	0
PRKCD	ICOS	0	1	0	0	0	0	0	0	0	0	0	0
PRKCD	CD19	0	1	0	0	0	0	0	0	0	0	0	0
PRKCD	CD3G	0	1	0	0	0	0	0	0	0	0	0	0
PRKCD	CD79B	0	1	0	0	0	0	0	0	0	0	0	0
PRKCD	CR2	0	1	0	0	0	0	0	0	0	0	0	0
PRKCD	CTLA4	0	1	0	0	0	0	0	0	0	0	0	0
PRKCD	TNFRSF13B	0	1	0	0	0	0	0	0	0	0	0	0
PRKCD	CASP8	0	1	0	0	0	0	0	0	0	0	0	0
PRKCD	SLC19A1	0	0	0	0	0	0	0	1	0	0	0	0
PRKCD	PNP	0	1	0	0	0	0	0	0	0	0	0	0
PRKCD	CARD11	0	1	0	1	0	0	0	0	0	0	0	0
PRKCD	IRF7	0	1	0	0	0	0	0	0	0	0	0	0
PRKCD	STAT5B	0	0	0	0	0	0	0	1	0	0	0	0
PRKCD	STAT6	1	0	0	0	0	0	0	0	0	0	0	0
PRKCD	STAT3	0	0	0	1	0	0	0	0	0	0	0	0
PRKCD	MCM7	0	0	0	1	0	0	0	0	0	0	0	0
BRAF	TERF2	0	0	0	0	0	0	0	0	0	0	0	1
BRAF	RNU4ATAC	0	1	0	0	0	0	0	0	0	0	0	0
BRAF	SIN3A	0	1	0	0	0	0	0	0	0	0	0	0
BRAF	RMRP	0	1	0	0	0	0	0	0	0	0	0	0
BRAF	TBX1	0	1	0	0	0	0	0	0	0	0	0	0
BRAF	SEMA3E	0	1	0	0	0	0	0	0	0	0	0	0
BRAF	XRCC4	0	1	0	0	0	0	0	0	0	0	0	0
BRAF	ATRX	0	1	0	0	0	0	0	0	0	0	0	0
BRAF	MBD5	0	1	0	0	0	1	0	1	0	0	0	0
BRAF	TTC37	0	1	0	0	0	0	0	0	0	0	0	0
BRAF	FAT4	0	1	0	0	0	0	0	0	0	0	0	0
BRAF	LIG4	0	1	0	0	0	0	0	0	0	0	0	0
BRAF	RAD50	0	0	0	1	0	0	0	0	0	0	0	0
BRAF	CCBE1	0	1	0	0	0	0	0	0	0	0	0	0
BRAF	PRPF8	0	0	0	0	0	0	0	0	0	0	0	1
BRAF	STAT5B	0	0	0	0	0	0	1	0	0	0	0	0
BRAF	AFF1	0	0	0	0	0	1	0	0	1	0	0	0
BRAF	CHD7	0	1	0	0	0	0	0	0	1	0	1	0
BRAF	NSD1	0	1	0	0	0	0	0	0	0	0	0	0
BRAF	KMT2D	0	1	0	0	0	0	0	0	0	0	0	0
BRAF	PCF11	0	0	0	0	0	0	0	0	0	0	0	1
TNFRSF13C	ZAP70	0	1	1	0	0	0	0	0	0	0	0	0
TNFRSF13C	IL21R	0	1	0	0	0	0	0	0	0	0	0	0
TNFRSF13C	ICOS	0	1	0	0	0	0	0	0	0	0	0	0
TNFRSF13C	CD19	0	1	0	0	0	0	0	0	0	0	0	0
TNFRSF13C	DNMT3B	0	1	0	0	0	0	0	0	0	0	0	0
TNFRSF13C	CD3G	0	1	1	0	0	0	0	0	0	0	0	0
TNFRSF13C	CD79B	0	1	1	0	0	0	0	1	0	0	0	0
TNFRSF13C	CR2	0	1	1	0	0	0	0	0	0	0	0	0
TNFRSF13C	CD28	0	0	1	0	0	0	0	0	0	0	0	0
TNFRSF13C	CTLA4	0	1	1	0	0	0	0	0	0	0	0	0
TNFRSF13C	TNFRSF13B	0	1	1	0	0	0	0	0	0	0	0	0
TNFRSF13C	CASP8	0	1	0	0	0	0	0	0	0	0	0	0
TNFRSF13C	PNP	0	1	0	0	0	0	0	0	0	0	0	0
TNFRSF13C	CARD11	0	1	0	0	0	0	0	0	0	0	0	0
TNFRSF13C	IRF7	0	1	0	0	0	0	0	0	0	0	0	0
TNFRSF13C	PRKCD	0	1	0	0	0	0	0	0	0	0	0	0
SGPL1	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
SGPL1	NTRK1	0	0	0	1	0	0	0	0	0	0	0	0
SGPL1	EXT2	0	0	0	0	0	0	1	0	0	0	0	0
SGPL1	CASP8	0	0	0	0	0	0	1	0	0	0	0	0
SGPL1	MBD5	0	0	0	0	0	0	0	0	0	1	0	0
SGPL1	MCMBP	1	0	0	0	0	0	0	0	0	0	0	0
SGPL1	CTBP2	0	0	0	0	1	0	0	0	0	0	0	0
SGPL1	MCM7	0	0	0	0	0	0	0	0	0	0	0	1
SGPL1	STIM1	0	0	0	0	0	0	1	0	0	1	0	0
CRYL1	TTC37	0	0	0	1	0	0	0	0	0	0	0	0
CRYL1	TCN2	0	0	1	0	0	0	0	0	0	0	0	0
CRYL1	ACSF2	0	0	0	0	1	0	0	0	0	0	0	0
OTUD4	TERF2	0	0	0	0	0	0	0	0	0	0	0	1
OTUD4	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
OTUD4	ILF3	0	0	0	0	0	0	0	0	0	0	0	1
OTUD4	RNF168	0	0	0	0	0	0	0	0	1	0	1	0
OTUD4	SIN3A	0	0	0	0	0	0	0	0	0	0	1	1
OTUD4	TTC37	0	0	0	0	0	1	0	1	0	0	0	0
OTUD4	ERCC6L2	0	0	0	0	0	1	0	0	0	0	1	0
OTUD4	USP49	0	0	0	0	0	0	0	0	0	0	1	0
OTUD4	EPG5	0	0	0	0	0	0	0	0	1	0	0	0
OTUD4	TRIM52	0	0	0	0	0	0	0	0	0	1	1	0
OTUD4	MCMBP	0	0	0	0	0	0	0	0	0	0	1	0
OTUD4	LRCH3	0	0	0	0	0	0	0	0	0	0	1	0
OTUD4	PRPF8	0	0	0	0	0	0	0	0	0	0	1	1
OTUD4	KCTD10	0	0	0	0	0	0	0	0	0	0	1	0
OTUD4	CHD7	0	0	0	0	0	0	0	0	1	0	0	0
OTUD4	STAT3	0	0	0	0	0	0	0	0	0	1	0	1
OTUD4	PCF11	0	0	0	0	0	0	0	0	0	1	1	0
ATP7A	HNRNPL	0	0	0	0	0	0	0	0	0	0	1	0
ATP7A	ILF3	0	0	0	0	0	0	0	0	0	0	1	0
ATP7A	NTRK1	0	0	0	1	0	0	0	0	0	0	0	0
ATP7A	XRCC4	0	0	0	0	0	0	0	0	0	1	0	0
ATP7A	RAD50	0	0	1	0	0	0	0	0	0	0	0	0
ATP7A	AFF1	0	0	0	0	0	0	0	0	0	1	0	0
ATP7A	STIM1	0	0	0	0	0	0	0	0	0	1	0	0
KMT2A	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
KMT2A	IKZF3	0	0	0	0	0	0	0	1	0	0	0	0
KMT2A	ILF3	0	0	0	0	0	0	0	1	0	0	0	0
KMT2A	IL21R	0	0	0	0	0	0	0	1	0	0	0	0
KMT2A	SIN3A	0	1	0	1	0	0	0	0	0	0	0	0
KMT2A	CD28	0	0	0	0	0	0	0	1	0	0	0	0
KMT2A	TBX1	0	1	0	0	0	0	0	0	0	0	0	0
KMT2A	ATRX	0	1	0	0	0	0	0	0	0	0	0	0
KMT2A	MBD5	0	1	0	0	0	0	0	0	0	0	0	0
KMT2A	USP49	1	0	0	0	0	0	0	0	1	0	0	0
KMT2A	CARD11	0	0	0	0	0	0	0	1	0	0	0	0
KMT2A	TRIM52	1	0	0	0	0	0	0	0	0	0	0	0
KMT2A	NSMCE3	0	0	0	0	0	0	0	1	0	0	0	0
KMT2A	TARSL2	0	0	1	0	0	0	0	0	0	0	0	0
KMT2A	SP140L	0	0	0	0	0	0	0	0	0	0	0	1
KMT2A	PRKX	0	0	0	0	0	0	0	1	0	0	0	0
KMT2A	STAT5B	0	0	0	0	0	0	0	0	0	0	0	1
KMT2A	AFF1	0	0	0	1	0	0	0	0	0	0	0	0
KMT2A	CHD7	0	0	0	0	0	1	0	0	1	0	1	0
KMT2A	NSD1	1	0	0	0	0	0	0	0	0	0	1	0
KMT2A	STIM1	0	0	0	0	0	1	0	0	0	0	0	0
KMT2A	BRAF	0	1	0	0	0	0	0	0	0	0	0	0
KMT2A	SGPL1	0	0	0	0	0	0	0	0	0	1	0	0
KMT2A	ATP7A	0	0	0	0	0	0	1	0	0	0	0	0
CORO1A	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
CORO1A	ZAP70	0	0	1	0	0	0	0	0	0	0	0	0
CORO1A	CYP26C1	0	1	0	0	0	0	0	0	0	0	0	0
CORO1A	IL21R	0	0	1	0	0	0	0	0	0	0	0	0
CORO1A	CYP2C19	0	1	0	0	0	0	0	0	0	0	0	0
CORO1A	ICOS	0	0	1	0	0	0	0	0	0	0	0	0
CORO1A	CD19	0	0	1	0	0	0	0	0	0	0	0	0
CORO1A	KHDC3L	0	1	0	0	0	0	0	0	0	0	0	0
CORO1A	CD3G	0	0	1	0	0	0	0	0	0	0	0	0
CORO1A	CD79B	0	0	1	0	0	0	0	0	0	0	0	0
CORO1A	CD28	0	0	1	0	0	0	0	0	0	0	0	0
CORO1A	CTLA4	0	0	1	0	0	0	0	0	0	0	0	0
CORO1A	IKBKG	0	0	0	0	0	0	0	1	0	0	0	0
CORO1A	SLC19A1	0	0	0	0	0	1	0	1	0	0	0	0
CORO1A	RYR1	0	0	0	0	0	0	0	0	0	0	1	0
CORO1A	CARD11	0	1	0	0	0	0	0	0	0	0	0	0
CORO1A	IRF7	0	1	0	0	0	0	0	0	0	0	0	0
CORO1A	SP140L	0	0	1	0	0	0	0	0	0	0	0	0
CORO1A	TNIP2	0	0	0	0	0	0	0	1	0	0	0	0
CORO1A	STAT3	0	0	0	1	0	0	0	0	0	0	0	0
CORO1A	SPRYD3	0	0	0	0	0	0	0	1	0	0	0	0
CORO1A	MCM7	0	0	0	0	0	1	0	0	0	0	0	0
CORO1A	PRKCD	1	0	0	0	0	0	0	1	0	0	0	0
CORO1A	TNFRSF13C	0	0	1	0	0	0	0	0	0	0	0	0
MYSM1	ERCC6L2	0	0	0	0	0	0	0	1	0	0	0	0
MYSM1	TRIM52	0	0	0	0	0	1	0	0	0	0	0	0
MYSM1	ACBD3	0	0	0	0	0	0	0	1	0	0	0	0
MYSM1	SETD5	0	0	1	0	0	1	0	0	0	0	0	1
MYSM1	KMT2D	0	0	0	0	0	0	0	0	0	1	0	0
MYSM1	PCF11	0	0	0	0	0	0	0	1	0	0	0	0
MYSM1	OTUD4	0	0	0	0	0	1	0	0	0	0	0	0
MYSM1	KMT2A	0	0	0	0	0	0	0	0	0	1	0	1
SELENON	HNRNPL	0	0	0	1	0	0	0	0	0	0	0	0
SELENON	EXT2	0	0	0	0	0	0	1	0	0	0	1	0
SELENON	ORAI1	0	0	0	0	0	0	1	0	0	0	0	0
SELENON	IKBKG	0	0	0	0	0	0	1	0	0	0	0	0
SELENON	RYR1	0	1	0	0	0	0	0	0	0	0	0	0
SELENON	LRCH3	0	0	0	0	0	0	0	0	0	0	0	1
SELENON	CTBP2	0	0	0	0	0	0	0	0	0	0	0	1
SELENON	REEP4	0	0	0	0	0	0	1	0	0	0	0	0
SELENON	STIM1	0	0	0	0	0	0	1	0	0	0	0	0
SELENON	SGPL1	0	0	0	0	1	0	0	0	0	0	0	0
SELENON	KMT2A	0	0	0	0	0	0	0	0	0	0	0	1
TGFBR2	TBX1	0	1	0	0	0	0	0	0	0	0	0	0
TGFBR2	CASP8	0	0	0	0	0	0	0	1	0	0	0	0
TGFBR2	MBD5	0	0	0	0	0	0	0	0	0	0	0	1
TGFBR2	ERCC6L2	0	0	0	0	0	0	0	0	0	0	0	1
TGFBR2	MCMBP	0	0	0	0	0	0	0	1	0	0	0	0
TGFBR2	SP140L	1	0	0	0	1	0	0	0	0	0	0	0
TGFBR2	CTBP2	0	0	0	0	0	0	0	1	0	0	0	0
TGFBR2	STAT5B	0	0	0	0	0	0	0	0	0	0	0	1
TGFBR2	TNXB	0	1	0	0	0	0	0	0	0	0	0	0
TGFBR2	BRAF	0	1	0	0	0	0	0	0	0	0	0	0
CRTC2	ILF3	0	0	0	0	0	0	0	0	0	0	0	1
CRTC2	RNF168	0	0	0	0	0	0	0	0	1	0	0	0
CRTC2	SIN3A	0	0	0	0	0	0	0	0	0	0	0	1
CRTC2	USP49	0	0	0	0	0	0	1	0	0	0	0	0
CRTC2	PHACTR4	0	0	0	0	0	0	0	0	0	0	1	0
CRTC2	LRCH3	0	0	0	0	0	0	1	0	0	0	0	1
CRTC2	PRPF8	0	0	0	0	0	0	0	0	0	0	0	1
CRTC2	CTBP2	0	0	0	0	0	0	1	0	0	0	0	0
CRTC2	STAT5B	0	0	0	0	0	0	1	0	1	0	0	0
CRTC2	HDGFL2	0	0	0	0	0	0	0	0	0	0	0	1
CRTC2	TNIP2	0	0	0	0	0	1	0	0	0	0	1	0
CRTC2	BRAF	0	0	0	0	0	0	0	0	0	0	0	1
LMNA	HNRNPL	0	0	0	1	0	0	0	0	0	0	0	0
LMNA	ILF3	0	0	0	1	0	0	0	0	0	0	0	0
