V1	V2	coex_THY.tsv	ppi.tsv	coex_KDN.tsv	coex_LNG.tsv	coex_ATT.tsv	coex_ITI.tsv	HP.tsv	MP.tsv	coex_PIT.tsv	coex_BRO.tsv	coex_ATC.tsv	reactome_copathway.tsv	coex_EMC.tsv	coex_WBL.tsv	coex_CLT.tsv	coex_BRB.tsv	coex_PNC.tsv	coex_HRV.tsv	coex_ATA.tsv	coex_core.tsv	coex_BRC.tsv
PYHIN1	PIK3R6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	CCL4	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PYHIN1	CCL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PYHIN1	LYN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	LAT	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PYHIN1	ADA	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PYHIN1	PRF1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PYHIN1	RASSF5	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	APOBEC3G	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	TNFRSF13B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	DENND1C	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PYHIN1	TRBV28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PYHIN1	SLFN12L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PYHIN1	HLA-DOA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	CD247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PYHIN1	CARD11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PYHIN1	CD3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PYHIN1	PLCG2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	CERKL	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	EVL	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PYHIN1	ARL4C	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PYHIN1	SEMA4D	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	ARHGAP30	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	IKZF1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	MALT1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	GPRIN3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	SP140L	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	ANO9	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
PYHIN1	FMNL1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	SH2D1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PYHIN1	LCK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PYHIN1	SEPTIN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PYHIN1	IL7R	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	GPR171	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	PTPN2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	CIITA	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	CD28	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	CD19	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	PIK3CD	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	DCLRE1C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	PARP15	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PYHIN1	SERPINB9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	THEMIS	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	KLHL6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	RASGRP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PYHIN1	CD8B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	TMEM154	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	RHOH	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	INPP5D	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PYHIN1	NLRC3	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PYHIN1	CCDC88B	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	TMC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PYHIN1	CD3D	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	SNX20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	NOD2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	PRKCB	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	EML4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	ICOS	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	DENND2D	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYHIN1	CTLA4	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	GPR132	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGAP25	PARP8	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGAP25	GZMM	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	TBX21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	PSD4	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
ARHGAP25	TBC1D10C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARHGAP25	CD40LG	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	SPOCK2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ARHGAP25	AGAP2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	BLNK	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARHGAP25	PIK3R6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ARHGAP25	CCL5	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	LYN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARHGAP25	LAT	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	HLA-E	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ARHGAP25	WWP2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ARHGAP25	PRF1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	RFX5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGAP25	RASSF5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ARHGAP25	APOBEC3G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARHGAP25	TNFRSF13B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	DENND1C	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ARHGAP25	TRBV28	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	PSMB10	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ARHGAP25	SLFN12L	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	HLA-DOA	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	HLA-DRA	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ARHGAP25	PSMB8	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	CD247	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGAP25	CARD11	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ARHGAP25	CD3E	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	IRAK4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	PLCG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARHGAP25	CERKL	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ARHGAP25	EVL	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	ARL4C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	SEMA4D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARHGAP25	ARHGAP30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARHGAP25	IKZF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARHGAP25	MALT1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	B2M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ARHGAP25	CXCL16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ARHGAP25	GPRIN3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	SP140L	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ARHGAP25	ANO9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	FMNL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARHGAP25	SH2D1A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	LCK	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	SEPTIN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARHGAP25	FES	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	PTPN2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	CIITA	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGAP25	CD28	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ARHGAP25	CD19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	PIK3CD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARHGAP25	DCLRE1C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	PARP15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARHGAP25	SERPINB9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	THEMIS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	KLHL6	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGAP25	RASGRP1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	TMEM154	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ARHGAP25	RHOH	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ARHGAP25	INPP5D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARHGAP25	NLRC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARHGAP25	CCDC88B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARHGAP25	TMC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARHGAP25	CD3D	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	SNX20	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ARHGAP25	NCF2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ARHGAP25	PRKCB	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARHGAP25	ICOS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	DENND2D	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ARHGAP25	CTLA4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP25	PYHIN1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	GPR132	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	PARP8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	GZMM	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	TBX21	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	PSD4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
FCMR	TBC1D10C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FCMR	CD40LG	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FCMR	SPOCK2	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0
FCMR	RASA3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FCMR	AGAP2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	FCGR3A	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	PIK3R6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	CCL4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FCMR	CCL5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FCMR	SPIB	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	LYN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	LAT	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FCMR	ADA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	PRF1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
FCMR	RASSF5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	TNFRSF13B	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FCMR	DENND1C	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
FCMR	TRBV28	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FCMR	PSMB10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	IGHM	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	SLFN12L	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	HLA-DOA	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FCMR	CD247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FCMR	CARD11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FCMR	CD3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FCMR	IRAK4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	PLCG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	CERKL	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
FCMR	EVL	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FCMR	SEMA4D	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	ARHGAP30	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FCMR	IKZF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FCMR	GPRIN3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FCMR	SP140L	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	ANO9	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
FCMR	FMNL1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FCMR	SH2D1A	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	RHOG	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	LCK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FCMR	SEPTIN1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FCMR	IL7R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FCMR	GPR171	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FCMR	CIITA	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FCMR	CD28	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FCMR	CD19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FCMR	PIK3CD	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	PARP15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FCMR	THEMIS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	KLHL6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FCMR	RASGRP1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	TMEM154	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	RHOH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FCMR	INPP5D	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FCMR	NLRC3	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
FCMR	CCDC88B	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	TMC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FCMR	CD3D	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
FCMR	SNX20	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FCMR	NCF2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	PRKCB	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	ICOS	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	DENND2D	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
FCMR	CTLA4	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	PYHIN1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCMR	ARHGAP25	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GFI1	PARP8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	ICOSLG	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	GZMM	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	TBX21	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	PSD4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GFI1	RORC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GFI1	TBC1D10C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	CD40LG	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	AGAP2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	BLNK	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GFI1	PIK3R6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	CCL4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	CCL5	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	SPIB	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GFI1	ADA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	PRF1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	SERINC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GFI1	RASSF5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	HLA-A	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	DENND1C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GFI1	TRBV28	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	PSMB10	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	IGHM	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GFI1	SLFN12L	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	HLA-DRA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	PSMB8	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	CD247	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	CARD11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GFI1	CD3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GFI1	IRAK4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	PLCG2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	CERKL	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	ARL4C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	ARHGAP30	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	IKZF1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	GPRIN3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GFI1	SP140L	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	ANO9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GFI1	FMNL1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	SH2D1A	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	LCK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GFI1	SEPTIN1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	IL7R	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	GPR171	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	CIITA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	CD28	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	CD19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	RELA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	PARP15	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
